Timestamp,How old are you?,What industry is your employer in?,What is the functional area of your job (this might be different from your company's industry)?,Job title,"If your job title needs additional context, please clarify here:","What is your annual salary? This should be your GROSS (pre-tax) income. (You'll indicate the currency in a later question.) If you are part-time or hourly, please enter an annualized equivalent -- what you would earn if you worked the job 40 hours a week, 52 weeks a year.","How much additional monetary compensation do you get, if any (for example, bonuses or overtime in an average year)? Only include monetary compensation here, not the value of benefits, tuition reimbursement, etc. If your bonus or overtime varies from year to year, use the most recent figures.",Please indicate the currency,"If ""Other,"" please indicate the currency here: ","If your income needs additional context, please provide it here:",What country do you work in? (Countries listed had by far the largest representation last year. Please write in your country if it's not listed.),"If you're in the U.S., what state do you work in?",What city/region do you work in?,Are you remote or on-site?,Is your job unionized?,How many years of professional work experience do you have overall?,How many years of professional work experience do you have in your field?,What is your highest level of education completed?,What is your gender?,What is your race? (Choose all that apply.),,,,,,
4-10-2024 8:21:28,35-44,Science,Biotechnology & Pharma,Scientist II,,152000,10000,USD,,,United States,Massachusetts,Boston ,Hybrid,No,5-7 years,5-7 years,Doctorate,Woman,White,,,,,,
4-10-2024 8:21:34,25-34,Engineering,Engineering,Engineer,Stress analysis engineer,36500,2000,GBP,,,United Kingdom,,Northumberland ,Hybrid,No,2-4 years,2-4 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:21:40,45-54,Computing or Tech,Computing or Tech,Information security director,,170000,6000,CAD,,,Canada,,Halifax,Fully remote,No,21-30 years,21-30 years,Some college,Man,White,,,,,,
4-10-2024 8:21:53,45-54,Government & Public Administration,Science,Archaeologist,,65000,,USD,,,United States,Virginia,Newport News,On-site,No,21-30 years,21-30 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:22:18,35-44,Computing or Tech,Media & Digital,technical editor,,60000,,USD,,,United States,California,Fresno,Fully remote,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-10-2024 8:22:36,55-64,Computing or Tech,Administration,Chief Security Officer and Policy Manager,,200000,25000,AUD,,The additional is 12.5% superannuation contribution by the company ,Australia,,Canberra Australian Capital Territory,Fully remote,Yes,41 years or more,21-30 years,Graduate Certificate,Woman,White,,,,,,
4-10-2024 8:22:58,35-44,Health care,Health care,Nurse,,27000,,GBP,,,United Kingdom,,West Midlands ,On-site,Yes,11-20 years,2-4 years,College degree,Woman,White,,,,,,
4-10-2024 8:23:24,55-64,Health care,Computing or Tech,Technicsl Analyst,,112000,0,USD,,,United States,Indiana,Evansville,Fully remote,No,41 years or more,41 years or more,Master's degree,Woman,White,,,,,,
4-10-2024 8:23:25,35-44,Nonprofits,Sales,Donor Relations Officer,,63000,0,USD,,,United States,Wisconsin,Madison,On-site,No,11-20 years,5-7 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:25:09,25-34,Science,Administration,Administrator,,33500,500,GBP,,,United Kingdom,,West Midlands,On-site,No,8-10 years,5-7 years,College degree,Non-binary,White,,,,,,
4-10-2024 8:25:20,55-64,Science,Biotechnology & Pharma,vp preclinical safety,,150000,35000,GBP,,,United Kingdom,,cambridge uk,Hybrid,No,31-40 years,31-40 years,Doctorate,Man,White,,,,,,
4-10-2024 8:26:52,45-54,Insurance,Business or Consulting,Assistant Vice President,,163000,25000,USD,,,United States,Connecticut,Hartford,Fully remote,No,21-30 years,11-20 years,Master's degree,Other or prefer not to answer,White,,,,,,
4-10-2024 8:26:59,35-44,Education (Higher Education),Communications,Employer Relations Manager,,70000,0,USD,,,United States,South Carolina,Columbia,Hybrid,No,11-20 years,11-20 years,Master's degree,Man,White,,,,,,
4-10-2024 8:27:05,35-44,Utilities & Telecommunications,Computing or Tech,Sr. Sustainability Analyst,It is a crossover between data science and decarbonization logistics,105000,15000,USD,,,United States,Washington,Seattle,Fully remote,No,11-20 years,8-10 years,Master's degree,Non-binary,"Hispanic, Latino, or Spanish origin, Native American or Alaska Native, White",,,,,,
4-10-2024 8:28:54,35-44,Health care,Health care,Registered nurse ,Inpatient oncology nurse at a union hospital,80500,18000,USD,,,United States,Massachusetts,Boston,On-site,Yes,11-20 years,5-7 years,College degree,Woman,White,,,,,,
4-10-2024 8:28:59,35-44,Computing or Tech,Computing or Tech,Technician,,38000,,EUR,,,Germany,,Essen,On-site,No,5-7 years,5-7 years,College degree,Man,White,,,,,,
4-10-2024 8:29:11,55-64,Government & Public Administration,Property or Construction,Assist Deputy Director ,Executive management team,117000,0,USD,,,United States,Illinois,Springfield ,Hybrid,No,31-40 years,11-20 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:30:47,35-44,Engineering,Engineering,Engineering Associate,not a licensed Professional Engineer,72000,2500,USD,,also elligible for straight time overtime as a salaried employee,United States,North Carolina,Hickory,On-site,No,11-20 years,2-4 years,Master's degree,Man,White,,,,,,
4-10-2024 8:31:31,35-44,Retail,Supply Chain Management,Supply Chain Director,,118000,11000,GBP,,,United Kingdom,,London,Hybrid,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-10-2024 8:32:20,35-44,Regulatory investigations,Regulatory investigations,Manager of Investigations,,135000,6000,CAD,,,Canada,,Toronto,Fully remote,No,11-20 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White,,,,,,
4-10-2024 8:32:28,35-44,"Accounting, Banking & Finance","Accounting, Banking & Finance",Chief Compliance Officer ,,170000,20000,USD,,,United States,Massachusetts,Greater Boston,Fully remote,No,11-20 years,11-20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White",,,,,,
4-10-2024 8:33:41,45-54,"Accounting, Banking & Finance",Law,Associate General Counsel,,375000,40000,USD,,,United States,District of Columbia,"Washington, D.C.",Fully remote,No,21-30 years,21-30 years,"Professional degree (MD, JD, etc.)",Woman,White,,,,,,
4-10-2024 8:34:16,55-64,"Accounting, Banking & Finance",Engineering,Technical writing consultant (hourly contractor),Data center at a well-known financial company,126880,0,USD,,,United States,Illinois,Chicago,Hybrid,No,21-30 years,21-30 years,Doctorate,Woman,White,,,,,,
4-10-2024 8:34:36,35-44,Education (Primary/Secondary),Education (Primary/Secondary),Native English Teacher,"Basically the English half of a Korean/English bilingual private school classroom

",27600,7000,Other,KRW,Overtime and housing allowance are included in the additional compensation,South Korea,,Chungbuk province,On-site,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:34:40,35-44,Computing or Tech,Health care,Engineer,Customizing and configuring software and interfaces ,73800,1200,USD,,,United States,Pennsylvania,Harrisburg,Fully remote,No,5-7 years,5-7 years,College degree,Non-binary,White,,,,,,
4-10-2024 8:35:02,35-44,Computing or Tech,"Accounting, Banking & Finance",Team Lead,,60000,,USD,,,United States,North Dakota,Fargo,Fully remote,No,21-30 years,21-30 years,Some college,Woman,White,,,,,,
4-10-2024 8:35:06,25-34,Computing or Tech,Sales,Presales engineer,,46000,15000,EUR,,,France,,Paris,Hybrid,No,8-10 years,2-4 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:35:14,35-44,Cannabis,Retail,COO,,115000,12000,USD,,,United States,Colorado,Denver,On-site,No,11-20 years,5-7 years,College degree,Woman,"Black or African American, White",,,,,,
4-10-2024 8:35:35,65 or over,Education (Higher Education),Education (Higher Education),Affiliate Faculty,"part-time, one course per semester",83000,0,USD,,,United States,Massachusetts,Boston,On-site,Yes,41 years or more,41 years or more,College degree,Woman,White,,,,,,
4-10-2024 8:36:26,35-44,Utilities & Telecommunications,Media & Digital,Technical Writer,,255000,,Other,ILS (Israeli New Shekel),"I work 80% of full time, so in practice my gross annual income is 204000 ILS",Israel,,Tel Aviv,Hybrid,No,11-20 years,11-20 years,Some college,Woman,Another option not listed here or prefer not to answer,,,,,,
4-10-2024 8:36:27,35-44,Computing or Tech,Computing or Tech,Senior Full Stack Developer,,57700,10000,GBP,,,United Kingdom,,Northampton,Fully remote,No,11-20 years,11-20 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:36:55,45-54,Government & Public Administration,Communications,Web Content Specialist,,90500,0,USD,,,United States,Massachusetts,Boston,Hybrid,Yes,21-30 years,8-10 years,College degree,Woman,Asian or Asian American,,,,,,
4-10-2024 8:39:07,55-64,Government & Public Administration,Environmental regulation,Senior Policy Analyst,,108180,0,USD,,,United States,Oregon,Portland,Fully remote,Yes,11-20 years,2-4 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:39:20,35-44,Computing or Tech,Communications,Curriculum Developer,Customer training / eLearning,92600,13890,USD,,,United States,North Carolina,Raleigh/Durham/Chapel Hill,Hybrid,No,11-20 years,8-10 years,Master's degree,Woman,,,,,,,
4-10-2024 8:41:04,25-34,Education (Higher Education),Recruitment or HR,Assistant Director of HR,I am the Assistant Director of a School within the larger University,58000,0,USD,,,United States,Pennsylvania,Pittsburgh,Hybrid,No,5-7 years,2-4 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:41:56,35-44,Manufacturing,Science,Product development scientist,,90000,0,USD,,,United States,Texas,Dallas,On-site,No,8-10 years,5-7 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:42:26,55-64,Education (Primary/Secondary),"Accounting, Banking & Finance",Grant accountant ,,67300,0,USD,,,United States,Michigan,Grand Rapids ,On-site,No,31-40 years,31-40 years,College degree,Non-binary,White,,,,,,
4-10-2024 8:43:15,35-44,Media & Digital,"Marketing, Advertising & PR","Director, Programmatic Advertising",,124000,10000,USD,,,United States,Illinois,Chicago,Hybrid,No,11-20 years,8-10 years,College degree,Woman,White,,,,,,
4-10-2024 8:44:08,45-54,Retail,"Accounting, Banking & Finance",Director of Finance,,63000,1000,USD,,,United States,Tennessee,Chattanooga,Fully remote,No,21-30 years,8-10 years,College degree,Woman,White,,,,,,
4-10-2024 8:44:09,35-44,Computing or Tech,Law,Patent attorney,,100000,,EUR,,,Netherlands,,Netherlands,Hybrid,No,8-10 years,8-10 years,Doctorate,Other or prefer not to answer,Another option not listed here or prefer not to answer,,,,,,
4-10-2024 8:44:40,35-44,Health care,Communications,Coordinator,,54184,0,USD,,,United States,Pennsylvania,Hershey,Hybrid,No,21-30 years,11-20 years,High School,Man,White,,,,,,
4-10-2024 8:45:15,55-64,Education (Higher Education),"Galleries, Libraries, Archives & Museums",Library Specialist,"Title is a union contract rank; specifically, I am a paraprofessional rare materials cataloger.",72000,0,USD,,,United States,Pennsylvania,Philadelphia,On-site,Yes,21-30 years,21-30 years,Doctorate,Woman,White,,,,,,
4-10-2024 8:45:23,55-64,Education (Higher Education),Education (Higher Education),Associate professor,,120000,5000,USD,,,United States,Texas,College Station,Hybrid,No,31-40 years,31-40 years,Doctorate,Woman,White,,,,,,
4-10-2024 8:45:30,55-64,Government & Public Administration,Aerospace & Defense,Deputy Chief,,137000,0,USD,,,United States,Virginia,Chantilly,On-site,No,21-30 years,2-4 years,College degree,Woman,White,,,,,,
4-10-2024 8:46:37,55-64,Nonprofits,Nonprofits,Vice President Human Resources,,175000,0,USD,,,United States,New York,New York,Hybrid,No,21-30 years,11-20 years,College degree,Woman,White,,,,,,
4-10-2024 8:47:19,35-44,Manufacturing,Science,Principal Development Scientist ,Food scientist for large CPG company ,115600,17000,USD,,,United States,,Midwest ,Hybrid,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-10-2024 8:47:22,45-54,Health care,Science,Research Manager,,100000,0,CAD,,,Canada,,Toronto,Hybrid,No,21-30 years,21-30 years,Master's degree,Woman,Another option not listed here or prefer not to answer,,,,,,
4-10-2024 8:48:34,35-44,Government & Public Administration,Hospitality & Events,Program Leader,I manage a city event facility - the title reflects my pay band. ,42000,500,USD,,,United States,Tennessee,Kingsport,On-site,No,11-20 years,8-10 years,College degree,Woman,White,,,,,,
4-10-2024 8:48:34,25-34,Education (Higher Education),Administration,Coordinator / Trainer,,48000,0,USD,,,United States,Ohio,Cleveland,Hybrid,No,5-7 years,1 year or less,College degree,Woman,White,,,,,,
4-10-2024 8:48:37,35-44,Education (Higher Education),Science,Lab Manager,,60000,0,USD,,,United States,Michigan,Ann Arbor,Hybrid,No,8-10 years,8-10 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:49:10,55-64,Government & Public Administration,Government & Public Administration,Facilities Manager,,65000,,CAD,,,Canada,,New Brunswick,On-site,No,21-30 years,5-7 years,College degree,Woman,White,,,,,,
4-10-2024 8:49:23,35-44,Government & Public Administration,Computing or Tech,GIS Analyst,,95000,1000,USD,,,United States,Illinois,Chicagoland,Hybrid,No,11-20 years,8-10 years,Bachelors + Master's Certificate,Man,White,,,,,,
4-10-2024 8:49:45,25-34,Government & Public Administration,Government & Public Administration,Policy Lead,,57114,,GBP,,,United Kingdom,,London,Hybrid,Yes,8-10 years,5-7 years,College degree,Woman,White,,,,,,
4-10-2024 8:49:59,25-34,Education (Higher Education),Education (Higher Education),PhD Candidate,Humanities field,41000,,USD,,Stipend,United States,Illinois,Chicago,Other/it's complicated,Yes,5-7 years,5-7 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:50:27,25-34,Aerospace & Defense,Engineering,Mechanical Engineer ,,88130,2000,USD,,,United States,Virginia,Hampton Roads,On-site,No,5-7 years,5-7 years,College degree,Woman,White,,,,,,
4-10-2024 8:50:47,65 or over,Land Surveying,Administration,Office Manager,,50000,0,USD,,,United States,Michigan,Kalkaska,On-site,No,41 years or more,41 years or more,Some college,Woman,White,,,,,,
4-10-2024 8:50:55,35-44,"Accounting, Banking & Finance",Administration,Office Manager ,,38000,2000,GBP,,,United Kingdom,,Wales,Hybrid,No,11-20 years,8-10 years,College degree,Woman,White,,,,,,
4-10-2024 8:51:09,35-44,"Leisure, Sport & Tourism","Marketing, Advertising & PR",Head of CRM,,60300,0,GBP,,,United Kingdom,,Sussex,Hybrid,,11-20 years,11-20 years,College degree,Man,White,,,,,,
4-10-2024 8:51:11,25-34,Education (Higher Education),Education (Higher Education),Project Manager,,68000,,GBP,,,United Kingdom,,"London, UK",Hybrid,,11-20 years,8-10 years,College degree,Woman,White,,,,,,
4-10-2024 8:51:20,35-44,Government & Public Administration,Government & Public Administration,Unit head,,80000,,GBP,,My employer also makes 25% pension contributions ,United Kingdom,,Scotland,Hybrid,Yes,21-30 years,11-20 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:51:28,25-34,Engineering,Aerospace & Defense,Applications Engineer,,102000,40200,USD,,,United States,Florida,Space Coast,On-site,No,5-7 years,5-7 years,College degree,Woman,White,,,,,,
4-10-2024 8:51:29,55-64,Manufacturing,"Accounting, Banking & Finance",Corporate Accounting Manager,Controller-level Accounting Role,115000,,USD,,,United States,Georgia,Metro Atlanta,On-site,No,31-40 years,31-40 years,College degree,Man,White,,,,,,
4-10-2024 8:52:17,45-54,Parking,Computing or Tech,Service Desk Analyst,,63393,,USD,,I am eligible for overtime if I go over 40 hrs/week.,United States,Texas,Austin,Hybrid,No,21-30 years,21-30 years,Associate's degree,Woman,White,,,,,,
4-10-2024 8:52:17,35-44,Education (Higher Education),"Galleries, Libraries, Archives & Museums",University Archivist,,91000,0,USD,,,United States,Massachusetts,Boston MetroWest,On-site,No,11-20 years,8-10 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:52:40,25-34,Health care,Administration,Risk & Compliance Manager,,66950,700,USD,,,United States,Indiana,Indianapolis,On-site,No,8-10 years,2-4 years,College degree,Woman,White,,,,,,
4-10-2024 8:53:12,25-34,Education (Higher Education),Administration,Admin Assistant,,42200,1200,USD,,,United States,Delaware,Wilmington,Hybrid,No,5-7 years,2-4 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:53:41,35-44,"Accounting, Banking & Finance","Accounting, Banking & Finance",Accountant ,,47500,2500,USD,,,United States,Ohio,Cleveland ,On-site,No,11-20 years,5-7 years,Associate's degree,Woman,White,,,,,,
4-10-2024 8:54:33,18-24,Manufacturing,"Accounting, Banking & Finance",Financial Controls Manager,,65000,0,GBP,,,United Kingdom,,Gloucestershire,Hybrid,No,5-7 years,5-7 years,Professional qualification (chartered accountant),Woman,White,,,,,,
4-10-2024 8:55:13,25-34,Nonprofits,Nonprofits,Program Manager,,65000,0,CAD,,,Canada,,GTHA,Other/it's complicated,No,5-7 years,2-4 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:55:14,45-54,"Accounting, Banking & Finance","Accounting, Banking & Finance",Paraprofessional,Work as an accountant but not degreed so don't have the title,95000,5000,USD,,,United States,New Jersey,NYC,Hybrid,No,21-30 years,21-30 years,Some college,Woman,White,,,,,,
4-10-2024 8:55:41,35-44,Nonprofits,Business or Consulting,Data Specialist ,,56561,739,USD,,,United States,Pennsylvania,Philadelphia,Fully remote,No,11-20 years,5-7 years,College degree,Woman,White,,,,,,
4-10-2024 8:56:38,25-34,Business or Consulting,Computing or Tech,Data Analyst,,36000,1000,EUR,,,France,,Paris,Hybrid,Yes,8-10 years,2-4 years,College degree,Woman,White,,,,,,
4-10-2024 8:57:21,45-54,Manufacturing,Research and development ,Sr. Manager,,125000,43750,USD,,,United States,Illinois,Chicagoland,Hybrid,No,21-30 years,21-30 years,Associate's degree,Woman,White,,,,,,
4-10-2024 8:57:29,45-54,Food Service,Executive ,Chief Of Staff,,200000,40000,USD,,,United States,Illinois,Chicagoland ,Hybrid,No,21-30 years,5-7 years,College degree,Woman,White,,,,,,
4-10-2024 8:57:50,25-34,Education (Higher Education),Business or Consulting,Director of Administration and Senior Consultant,,96406,,USD,,,United States,Virginia,Richmond,Hybrid,No,8-10 years,5-7 years,Master's degree,Woman,White,,,,,,
4-10-2024 8:57:54,35-44,Computing or Tech,Computing or Tech,Lead Developer,Full Stack PHP/JS,118000,0,CAD,,,Canada,,Ontario,Fully remote,No,11-20 years,11-20 years,College degree,Woman,White,,,,,,
4-10-2024 8:58:09,25-34,Education (Higher Education),Administration,Project Officer,,31000,0,GBP,,,United Kingdom,,Leeds,Hybrid,Yes,11-20 years,2-4 years,College degree,"Woman, Non-binary",White,,,,,,
4-10-2024 8:58:16,25-34,Education (Higher Education),"Accounting, Banking & Finance",Associate Director ,Admin - Accounting/Finance area ,85000,,USD,,,United States,Indiana,Bloomington ,Hybrid,No,11-20 years,8-10 years,Master's degree,Woman,White,,,,,,
